name,type,CP,adresse,latitude,longitude,telephone,prix,specialite1,specialite2,specialite3
Tontine,Restaurant,75011,"14, rue Crespin du Gast",48.8654569,2.382024900000033,+33 1 48 06 18 48,De 36 à 50 €,Asiatique,Néobistrot,
Lamaccotte,Restaurant,44000,"63, rue de Bel-Air",47.2241997,-1.5593215999999757,+33 2 85 37 42 30,De 36 à 50 €,Néobistrot,,
Cosi,Restaurant,75006,"54, rue de Seine",48.8540863,2.3368735000000243,+33 1 46 33 35 36,Moins de 15 €,Sandwichs / Bagels,Lèche-doigts,
Popolare,Restaurant,75002,"111, rue Réaumur",48.8681273,2.343293399999993,+ 33 1 42 21 30 91,Moins de 15 €,Italien,Pizzas,
Déviant,Restaurant,75010,"39, rue des Petites-Ecuries",48.8738211,2.35000279999997,+33 1 48 24 66 79,De 16 à 35 €,Bar à vins / Cave à manger,Lèche-doigts,
Chez Alain Miam Miam,Restaurant,75003,"26, rue Charlot",48.86226010000001,2.3620224000000007,+33 9 86 17 28 00,Moins de 15 €,Biocool,Crêperie,Sandwichs / Bagels
Restaurant Hôtel Voltaire,Restaurant,13200,"1, pl. Voltaire",43.6800265,4.631295399999999,+33 4 90 96 49 18,De 16 à 35 €,Cuisine du marché,Méditerranéen,Néobistrot
Adar,Restaurant,75002,"49, passage des Panoramas",48.8709479,2.341645900000003,,De 16 à 35 €,Cuisine du marché,Méditerranéen,Sandwichs / Bagels
Hôtel Amour à la Plage ,Restaurant,06000,"47, promenade des Anglais",43.6938893,7.255766200000039,+33 4 97 14 00 83,De 16 à 35 €,Méditerranéen,Poissons et fruits de mer,
Bel Ami,Restaurant,69001,"34, rue du Sergent-Blandan",45.7686986,4.830235399999992,+33 9 87 14 20 50,De 16 à 35 €,Néobistrot,,
Clamato,Restaurant,75011,"80, rue de Charonne",48.8535855,2.3807021999999733,+33 1 43 72 74 53,De 36 à 50 €,Poissons et fruits de mer,,
Les Terroiristes Associés,Restaurant,35400,"21, rue de Dinan",48.647578,-2.026467000000025,+33 2 23 17 24 49,De 16 à 35 €,Bistrot,Cuisine du marché,Bar à vins / Cave à manger
CoCo,Restaurant,75009,"1, pl. Jacques-Rouché",48.8720588,2.3322736000000077,+33 1 42 68 86 80,Plus de 51 €,Brasserie,Nourritures mondaines,
La Chassagnette,Restaurant,13200,Mas de la Chassagnette,43.567656,4.667997000000014,+33 4 90 97 26 96,Plus de 51 €,Cuisine d'auteur,Néobistrot,Terroir
Choko Ona,Restaurant,64250,"155, rue Xerrendako Bidea",43.34161456940928,-1.4448201656341553,+33 5 59 15 71 65,De 36 à 50 €,Cuisine d'auteur,Néobistrot,Terroir
Restaurant Passerini,Restaurant,75012,"65, rue Traversière",48.8494184,2.374820600000021,+ 33 1 43 42 27 56,De 36 à 50 €,Cuisine d'auteur,Italien,Néobistrot
Ze Kitchen Galerie,Restaurant,75006,"4, rue des Grands-Augustins",48.8549703,2.341129799999976,+33 1 44 32 00 32,Plus de 51 €,Cuisine d'auteur,Néobistrot,
Anna,Restaurant,75011,"134-136, rue Saint-Maur",48.8682374,2.3751870999999483,+33 9 51 17 98 59,De 16 à 35 €,Bistrot,Tapas,
Flesh,Restaurant,75010,"23, rue Louis-Blanc",48.880044,2.3667786999999407,+33 1 40 36 58 81,De 36 à 50 €,Viandes / Grillades,,
Autour du Yangtse,Restaurant,75009,"12, rue du Helder",48.8720325,2.3350642000000335,+33 1 53 34 05 78,Moins de 15 €,Chinois,,
Le Vitis,Restaurant,75015,"8, rue Falguière",48.8438106,2.3171654000000217,+33 1 42 73 07 02,De 16 à 35 €,Bistrot,Terroir,Bar à vins / Cave à manger
Holiday Café,Restaurant,75016,"192, av. de Versailles",48.8392598,2.2610644000000093,+33 1 42 24 90 21,De 36 à 50 €,Café / Coffee Shop,Néobistrot,Snack / Tartes / Salades / Soupes / Bols
Jium,Restaurant,75015,"26, rue Tiphaine",48.8486977,2.296633199999974,+33 1 45 75 20 00,De 16 à 35 €,Asiatique,Coréen,
Le Nom m’échappe,Restaurant,75002,"28, rue Notre-Dame-des-Victoires",48.8679605,2.3418858,+33 9 82 20 20 41,De 16 à 35 €,Bistrot,Bar à vins / Cave à manger,
Papillon,Restaurant,75017,"8, rue Meissonier",48.8834223,2.30475279999996,+ 33 1 56 79 81 88,Plus de 51 €,Cuisine d'auteur,Néobistrot,
Jòia,Restaurant,75002,"39, rue des Jeûneurs",48.8697224,2.3434919000000036,+33 1 40 20 06 06,De 36 à 50 €,Bistrot,,
Grive ,Restaurant,75011,"18, rue Bréguet",48.8572682,2.3731606000000056,+33 1 43 55 53 93,De 36 à 50 €,Bistrot,Bar à vins / Cave à manger,
Betty Beef,Restaurant,32230,Lapèze,43.559349,0.22835299999997005,+33 5 62 06 18 23,De 16 à 35 €,Bistrot,Viandes / Grillades,Terroir
L'Essentiel,Restaurant,64500,"4, rue Vincent Barjonnet",43.3917572,-1.6599919999999884,+33 5 47 02 41 47,De 16 à 35 €,Cuisine d'auteur,Cuisine du marché,Néobistrot
Saisons,Restaurant,13006,"8, rue Sainte-Victoire",43.2865896,5.38282270000002,+33 9 51 89 18 38,De 36 à 50 €,Cuisine d'auteur,Cuisine du marché,Néobistrot
Colchide ,Restaurant,75018,"97, rue des Poissonniers",48.8926232,2.352080399999977,+33 9 80 94 09 68,De 16 à 35 €,Géorgien,,
Auberge de la Tourre,Restaurant,48260,Le bourg,44.64639409999999,3.1064053,+33 4 66 45 68 73,De 16 à 35 €,Cuisine du marché,Terroir,
Kodawari Yokocho ,Restaurant,75006,"29, rue Mazarine",48.8546579,2.338127100000065,+ 33 9 70 91 12 41,De 16 à 35 €,Japonais,,
Yard,Restaurant,75011,"6, rue de Mont-Louis",48.8581389,2.3883164999999735,+ 33 1 40 09 70 30,De 16 à 35 €,Néobistrot,Bar à vins / Cave à manger,
Chez Lanchois,Restaurant,34200,"9, rue d’Amsterdam",43.4215944,3.7029675999999654,+33 9 82 36 87 76,De 16 à 35 €,Poissons et fruits de mer,,
Gramme,Restaurant,75003,"86, rue des Archives",48.86306279999999,2.360760199999959,+33 9 50 92 20 23,Moins de 15 €,Café / Coffee Shop,Snack / Tartes / Salades / Soupes / Bols,
Cuisine,Restaurant,75009,"50, rue Condorcet",48.8804875,2.343314599999985,+33 1 44 63 75 64,De 16 à 35 €,Néobistrot,Bar à vins / Cave à manger,
Early June,Restaurant,75010,19 Rue Jean Poulmarch,48.87291459999999,2.363441200000011,+33142854074,De 16 à 35 €,Bar à vins / Cave à manger,,
Babel Babel,Restaurant,06300,"2, cité du Parc",43.6951696,7.275803799999949,,De 16 à 35 €,Méditerranéen,Lèche-doigts,
Ginkgo,Restaurant,13009,"3, av. Frédéric-Le-Play ",43.2432074,5.400810099999944,,De 16 à 35 €,Cuisine du marché,,
Maynats,Restaurant,64000,"3, rue du Hédas",43.2963532,-0.3724998999999798,+33 5 59 27 68 65 ,De 36 à 50 €,Cuisine d'auteur,Terroir,
Mama,Restaurant,84660,"2, traverse de l'Épicerie",43.84410279999999,5.139867099999947,+33 4 90 76 23 59,De 16 à 35 €,Biocool,Cuisine du marché,
Chez Davia,Restaurant,06000,"11 bis, rue Grimaldi",43.6990675,7.264729699999975,+33 4 93 87 91 39,De 36 à 50 €,Bistrot,Terroir,
La Savie,Restaurant,24220,La Savie ,44.91365199999999,1.068208000000027,+33 9 83 58 59 15,De 36 à 50 €,Cuisine du marché,Terroir,
Le Maquis,Restaurant,75018,"53, rue des Cloÿs",48.8931361,2.3372633999999834,+33 1 42 58 87 82,De 16 à 35 €,Bistrot,Cuisine du marché,
Le Saint Hubert,Restaurant,84490,"1, pl. de la Fraternité",43.9429263,5.382606200000055,+33 4 90 75 42 02,De 16 à 35 €,Cuisine du marché,,
Les Bords de Mer,Restaurant,13007,"52, corniche Président John Fitzgerald Kennedy",43.2895903,5.35499870000001,+33 4 13 94 34 00,De 36 à 50 €,Asiatique,Néobistrot,
Yoshinori,Restaurant,75006,"18, rue Grégoire de Tours",48.8530078,2.3377113999999892,+33 9 84 19 76 05,De 36 à 50 €,Cuisine d'auteur,Néobistrot,
Dumbo,Restaurant,75009,"64, rue Jean-Baptiste Pigalle",48.8816541,2.3369591000000582,,Moins de 15 €,Burgers,,
Maison Geney ,Restaurant,13002,"38, rue Caisserie",43.2969766,5.3673486999999795,+33 4 91 52 44 82,Moins de 15 €,Café / Coffee Shop,Salon de thé / Pâtisserie,Snack / Tartes / Salades / Soupes / Bols
Rusidda,Restaurant,75003,"1, rue Borda",48.8660764,2.357429400000001,+ 33 9 86 47 54 74,De 16 à 35 €,Italien,,
Bar à Momos ,Restaurant,75012,"218, rue du Faubourg Saint-Antoine",48.8495649,2.3870848999999907,+33 1 43 72 89 82,Moins de 15 €,Lèche-doigts,Tibétain,
Pizzou,Restaurant,75009,"28, rue de Douai",48.8825795,2.3329356000000416,+33 1 74 64 50 10,De 16 à 35 €,Italien,Pizzas,
Ngoc Xuyen Saigon ,Restaurant,75013,"4, rue Caillaux ",48.82290320000001,2.361775800000032,+33 1 44 24 14 31,Moins de 15 €,Asiatique,Vietnamien,
Sucrépice,Restaurant,75005,"5, rue d'Arras",48.84736669999999,2.351738100000034,+33 1 72 67 11 74,Moins de 15 €,Chinois,,
Tounsia,Restaurant,75010,"55, rue de Paradis",48.8755834,2.3487668000000212,,De 16 à 35 €,Lèche-doigts,Tunisien,
SAaM,Restaurant,75010,"59 bis, rue de Lancry",48.8721942,2.3626411999999846,+33 9 83 50 84 94 ,Moins de 15 €,Coréen,Taïwanais,Lèche-doigts
Shinjuku,Restaurant,75009,"52, rue Condorcet",48.88030209999999,2.34318559999997,+33 1 42 06 18 14,De 16 à 35 €,Japonais,,
Providence,Restaurant,64210,"548, avenue du Général de Gaulle",43.424885,-1.6087986,+33 9 72 83 44 60,De 16 à 35 €,Biocool,Cuisine d'auteur,Cuisine du marché
Yam’Tcha,Restaurant,75001,"121, rue Saint-Honoré",48.86141569999999,2.341659599999957,+33 1 40 26 08 07,Plus de 51 €,Cuisine d'auteur,,
Jin Saint-Honoré,Restaurant,75001,"6, rue de la Sourdière",48.86536779999999,2.331854900000053,+33 1 42 61 60 71,Plus de 51 €,Asiatique,Japonais,Sushis
Edgar,Restaurant,75002,"31, rue d'Alexandrie",48.8681109,2.349944300000061,+33 1 40 41 05 69,De 16 à 35 €,Poissons et fruits de mer,Néobrasserie,
Monsieur K,Restaurant,75002,"10, rue Marie-Stuart",48.8651363,2.347827999999936,+33 1 42 36 01 09,De 16 à 35 €,Thaïlandais,,
Capitaine,Restaurant,75004,"4, impasse Guéménée",48.8539878,2.3658242999999857,+ 33 1 44 61 11 76,Plus de 51 €,Cuisine d'auteur,Néobistrot,
L'Avant-Comptoir de la Terre,Restaurant,75006,"3, carrefour de l’Odéon",48.8520358,2.3388124000000516,+33 1 44 27 07 50,De 16 à 35 €,Sud-Ouest,Terroir,Planches / Assiettes froides
Faggio Osteria,Restaurant,75009,"75, rue de Rochechouart",48.881484,2.346326900000008,+33 1 40 36 06 22,De 16 à 35 €,Bistrot,Italien,
Maison de la Culture Arménienne ,Restaurant,75009,"17, rue Bleue",48.875804,2.34608819999994,+33 1 48 24 63 89,Moins de 15 €,Arménien,,
Délices de Qingdao,Restaurant,75009,"3, rue de Budapest",48.876066,2.327609700000039,+33 1 48 78 96 19,De 16 à 35 €,Chinois,,
Rose Bakery ,Restaurant,75009,46 Rue des Martyrs,48.8794614,2.340155399999958,+33 1 42 82 12 80,De 16 à 35 €,Biocool,Café / Coffee Shop,Salon de thé / Pâtisserie
Hôtel Amour,Restaurant,75009,"8, rue de Navarin",48.87964299999999,2.339437099999941,+33 1 48 78 31 80,De 36 à 50 €,Café / Coffee Shop,Néobistrot,Néobrasserie
Le Rigmarole,Restaurant,75011,"10, rue du Grand Prieuré",48.8652197,2.369255599999974,+33 1 71 24 58 44,De 36 à 50 €,Asiatique,Cuisine d'auteur,Néobistrot
Le Petit Keller,Restaurant,75011,"13, rue Keller",48.8542825,2.376074600000038,+33 1 43 55 90 54,De 16 à 35 €,Japonais,Cuisine du marché,Néobistrot
Sur Mer,Restaurant,75010,"53, rue de Lancry",48.8717101,2.362221599999998,+33 1 48 03 21 38,De 16 à 35 €,Poissons et fruits de mer,,
Hana Bento,Restaurant,75010,"2, rue de Paradis",48.874482,2.355189399999972,+33 9 83 71 93 81,Moins de 15 €,Japonais,Lèche-doigts,
Chameleon Restaurant,Restaurant,75010,"70, rue René-Boulanger ",48.86921700000001,2.358015499999965,+33 1 42 08 99 41,De 16 à 35 €,Cuisine d'auteur,Néobistrot,
Ground Control,Restaurant,75012,"81-87, rue du Charolais  ",48.8439199,2.3815095999999585,Pas de téléphone ,Moins de 15 €,Lèche-doigts,,
Les Rouquins,Restaurant,75014,"146, rue du Château",48.83412449999999,2.3221263000000363,+33 1 45 39 78 99,De 36 à 50 €,Cuisine du marché,Tapas,Planches / Assiettes froides
Ken Kawasaki ,Restaurant,75018,"15, rue Caulaincourt",48.8872519,2.332868400000052,+33 9 70 95 98 32,Plus de 51 €,Japonais,Cuisine d'auteur,
Ko ishi,Restaurant,13001,"25, rue Sainte",43.2924174,5.375677699999983,+33 4 91 04 64 10,Moins de 15 €,Japonais,,
Guilo Guilo,Restaurant,75018,"8, rue Garreau",48.8859793,2.3371084999999994,+33 1 42 54 23 92,Plus de 51 €,Japonais,Cuisine d'auteur,
Pages,Restaurant,75116,"4, rue Auguste-Vacquerie",48.8709292,2.2961456000000453,+33 1 47 20 74 94,Plus de 51 €,Cuisine d'auteur,,
Caffè Stern,Restaurant,75002,"47, passage des Panoramas",48.8709043,2.3415253000000575,+33 1 75 43 63 10,Plus de 51 €,Café / Coffee Shop,Italien,
Balagan,Restaurant,75001,"9, rue d'Alger",48.8654671,2.3296697000000677,+33 1 40 20 72 14,De 36 à 50 €,Méditerranéen,Israélien,
Bagnard Saintonge ,Restaurant,75003,"58, rue de Saintonge",48.863197,2.36429720000001,+33 1 55 43 90 47,De 16 à 35 €,Casse-croûte,Cuisine du marché,Méditerranéen
Le Sot l'y Laisse,Restaurant,75011,"70, rue Alexandre-Dumas",48.8541035,2.395441900000037,,De 36 à 50 €,Bistrot,Cuisine d'auteur,
Café Mirabelle,Restaurant,75011,"16, rue La-Vacquerie",48.85840719999999,2.384987899999942,+33 1 43 79 27 46,De 16 à 35 €,Café / Coffee Shop,Salon de thé / Pâtisserie,
Le Bon Saint Pourçain,Restaurant,75006,"10 bis, rue Servandoni",48.8500391,2.334594299999935,+33 1 42 01 78 24 ,Plus de 51 €,Bistrot,Cuisine du marché,
Biondi,Restaurant,75011,"118, rue Amelot",48.8638315,2.3671143999999913,+33 1 47 00 90 18,De 36 à 50 €,Argentin,Néobistrot,
Etsi,Restaurant,75018,"23-25, rue Eugène Carrière",48.8903736,2.3328923999999915,+ 33 1 71 50 00 80,De 16 à 35 €,Tapas,Grec,Méditerranéen
Nhà-Quê,Restaurant,75011,"20, rue du Général-Guilhem",48.8620075,2.3796095999999807,+33 1 43 57 63 60,De 16 à 35 €,Asiatique,Vietnamien,
Agrology,Restaurant,75012,"15, rue de Prague",48.84978659999999,2.3757074000000102,+33 1 58 51 05 49,De 16 à 35 €,Bar à vins / Cave à manger,,
MandooBar,Restaurant,75008,"7, rue d'Edimbourg",48.8793433,2.3210914000000002,+33 1 55 06 08 53,De 16 à 35 €,Coréen,,
Le Verre Volé,Restaurant,75010,"67, rue de Lancry",48.8728371,2.36343260000001,+33 1 48 03 17 34,De 36 à 50 €,Bistrot,Bar à vins / Cave à manger,
Boucherie Les Provinces,Restaurant,75012,"20, rue d’Aligre",48.8492775,2.3785976000000346,+33 1 43 43 91 64,De 16 à 35 €,Bistrot,Viandes / Grillades,
L'Ourcine,Restaurant,75013,"92, rue Broca",48.8358352,2.346438199999966,+33 1 47 07 13 65,De 36 à 50 €,Bistrot,Cuisine d'auteur,Cuisine du marché
Brasserie Thoumieux,Restaurant,75007,"79, rue Saint-Dominique",48.8597648,2.308668500000067,+33 1 47 05 79 00,Plus de 51 €,Néobrasserie,,
Jin Xin Lou,Restaurant,75013,63 Rue de l'Amiral Mouchez,48.82176399999999,2.342424199999982,+33 1 53 80 27 89,De 16 à 35 €,Cuisine d'auteur,,
Le Garde-Manger,Restaurant,75017,"8, rue Meissonnier",48.8834223,2.30475279999996,+33 9 67 12 81 88,De 16 à 35 €,Sandwichs / Bagels,Lèche-doigts,
Comice,Restaurant,75016,"31, avenue de Versailles",48.849433,2.2762490999999727,+33 1 42 15 55 70,Plus de 51 €,Cuisine d'auteur,,
Non Solo Cucina,Restaurant,75016,"135, rue du Ranelagh",48.8563507,2.2668482000000267,+33 1 45 27 99 93,Plus de 51 €,Italien,,
Olive et Artichaut ,Restaurant,06300,"6, rue Sainte-Réparate",43.6964432,7.27600510000002,+33 4  89 14 97 51,De 36 à 50 €,Bistrot,Cuisine du marché,Méditerranéen
La Part des Anges,Restaurant,06000,"17, rue Gubernatis",43.70052750000001,7.272408899999959,+33 4 93 62 69 80,De 16 à 35 €,Bar à vins / Cave à manger,,
Da Laura,Restaurant,06400,"8, rue du 24-Août",43.55296999999999,7.019362600000022,+33 4 93 38 40 51,De 36 à 50 €,Italien,,
Au Pont Corbeau,Restaurant,67000,"21, quai Saint-Nicolas",48.5789478,7.7503028999999515,+ 33 3 88 35 60 68,De 16 à 35 €,Alsacien,Terroir,Bar à vins / Cave à manger
La Hache ,Restaurant,67000,"11, rue de la Douane ",48.5794334,7.74917789999995,+33 3 88 32 34 32,De 16 à 35 €,Néobrasserie,,
Bacaretto,Restaurant,14600,"44, rue de la Chaussée",49.4185001,0.23344240000005811,+33 2 31 14 83 11,De 16 à 35 €,Terroir,Bar à vins / Cave à manger,
Äponem,Restaurant,34320,"1, rue de l'Eglise",43.5544538,3.2985283000000436,+33 4 67 24 76 49,De 36 à 50 €,Cuisine d'auteur,,
L’ATELIER DES 4 GOURMETS,Restaurant,74940,"16, rue Jean-Mermoz",45.9184806,6.144208599999956,+33 4 50 23 70 41,De 16 à 35 €,Italien,,
L’Hostellerie de Goujounac,Restaurant,46250,Le Bourg,44.576463,1.1966850000000022,+33 5 65 36 68 67,De 16 à 35 €,Biocool,Bistrot,Cuisine du marché
La Mutinerie,Restaurant,69006,"123, rue Bugeaud ",45.7670725,4.854423399999973,+33 4 72 74 91 51,De 36 à 50 €,Cuisine d'auteur,Néobistrot,
La Bonne Mère,Restaurant,13006,"16, rue Fort-du-sanctuaire",43.2830839,5.373719299999948,+33 4 91 58 22 05,Moins de 15 €,Italien,Pizzas,
Les Vieilles Canailles,Restaurant,13100,"7, rue Isolette",43.5274151,5.446357700000021,+33 4 42 91 41 75,De 36 à 50 €,Bistrot,Cuisine du marché,Bar à vins / Cave à manger
Célestin,Restaurant,11100,"3, pl. Lamourguier",43.1810945,3.0036830999999893,+33 4 68 27 55 78,De 16 à 35 €,Cuisine du marché,Bar à vins / Cave à manger,
La Nautique,Restaurant,11100,"12, rue des Nautiquards",43.1429233,3.00656749999996,+ 33 4 68 91 53 73,De 16 à 35 €,Bistrot,Café / Coffee Shop,Poissons et fruits de mer
L’Epicerie du Cloître ,Restaurant,13200,"22, rue du Cloître",43.6759956,4.628536800000006,+33 4 88 09 10 10 ,De 16 à 35 €,Tapas,,
La Cantine de Robert ,Restaurant,11000,"39, rue Coste-Reboulh",43.2131734,2.3542042000000265,+ 33 4 68 47 37 80,Plus de 51 €,Terroir,,
La Boîte à Sardine,Restaurant,13001,"2, bd de la Libération",43.2991964,5.386177800000041,+33 4 91 50 95 95,De 16 à 35 €,Poissons et fruits de mer,,
Oliviera,Restaurant,06300,"8 bis, rue du Collet",43.6981842,7.277319600000055,+33 4 93 13 06 45,De 36 à 50 €,Méditerranéen,Terroir,
Café de Max,Restaurant,06000,"4, rue Paul-Déroulède",43.7011416,7.267119099999945,+33 9 54 73 44 20,Moins de 15 €,Café / Coffee Shop,Snack / Tartes / Salades / Soupes / Bols,Végétarien
Epicerie L’Idéal,Restaurant,13001,"11, rue d'Aubagne",43.2958049,5.379091000000017,+33 9 80 39 99 41,De 16 à 35 €,Casse-croûte,Méditerranéen,
Château La Coste  ,Restaurant,13610,"2750, route de la Cride",43.63601999999999,5.419402999999988,+33 4 42 61 89 98,Plus de 51 €,Ferme-auberge,Viandes / Grillades,
Chez Remise,Restaurant,15110,Le Bourg,44.6980543,3.0034200000000055,+33 4 71 23 20 02,De 16 à 35 €,Bistrot,Café / Coffee Shop,Auvergnat
Ferme Campo di Monte,Restaurant,20239,Ferme Campo Di Monte,42.57652410000001,9.337976600000047,+33 4 95 37 64 39 ,Plus de 51 €,Ferme-auberge,Corse,Terroir
Crêperie des Promenades,Restaurant,22000,"18, rue des Promenades",48.5134671,-2.7577291999999716,+33 2 96 33 23 65,De 16 à 35 €,Crêperie,,
Le Tire-Bouchon,Restaurant,13006,"11, cours Julien",43.295247,5.382974999999988,+33 4 13 25 36 78,De 16 à 35 €,Bar à vins / Cave à manger,,
Georges,Restaurant,13005,"115, bd Chave",43.2955314,5.393854099999999,+33 9 84 30 53 28,De 16 à 35 €,Bistrot,Cuisine du marché,
Le P'tit Rouquin,Restaurant,79000,"92, rue de la Gare",46.3197977,-0.4562644999999999,+33 5 49 24 05 34,De 16 à 35 €,Bistrot,Cuisine du marché,
La Part des Anges,Restaurant,17670,"42, Grande Rue",46.194199,-1.42535840000005,+33 5 46 29 83 62,Moins de 15 €,Bistrot,Bar à vins / Cave à manger,
Restaurant Serge Voisin ,Restaurant,30900,"5, rue Jean-Reboul",43.8342912,4.358093499999995,+33 6 17 47 66 85,De 16 à 35 €,Bistrot,,
"André, Histoire(s) de Cuisine ",Restaurant,26000,"285, av. Victor-Hugo",44.9176569,4.885530000000017,+33 4 75 44 15 32,De 36 à 50 €,Cuisine d'auteur,Néobistrot,
Le Barbacane,Restaurant,32700,"1, rue Barbacane",43.9342454,0.6248765000000276,+ 33 5 81 68 13 90,De 16 à 35 €,Café / Coffee Shop,Cuisine du marché,Bar à vins / Cave à manger
Le Mangevins,Restaurant,26600,"7, rue des Herbes",45.0699117,4.837009099999932,+ 33 4 75 08 00 76,De 16 à 35 €,Néobistrot,Bar à vins / Cave à manger,
Les Halles Auberge,Restaurant,30000,"5, rue des Halles",43.8397369,4.358846900000003,+33 4 66 21 96 70,Moins de 15 €,Terroir,,
Allium,Restaurant,29000,"88, bd de Créac'h Gwen",47.9760618,-4.09825109999997,+33 2 98 10 11 48,Plus de 51 €,Cuisine d'auteur,Néobistrot,
Globulle rouge,Restaurant,29200,"27, rue Emile-Zola",48.38567459999999,-4.489599999999996,+33 2 98 33 38 03,De 16 à 35 €,Bistrot,Bar à vins / Cave à manger,
La Pente Douce ,Restaurant,31000,"6, rue de la Concorde",43.611246,1.4444317999999612,+33 5 61 46 16 91,De 16 à 35 €,Cuisine d'auteur,Cuisine du marché,
La Co(o)rniche ,Restaurant,33115,"46, av. Louis-Gaume",44.6015009,-1.2100355999999692,+33 5 56 22 72 11,De 36 à 50 €,Poissons et fruits de mer,Néobrasserie,
Sézanne,Restaurant,68000,"30, Grand’Rue",48.0767904,7.35957099999996,+33 3 89 41 55 94,De 16 à 35 €,Cuisine du marché,Terroir,Planches / Assiettes froides
El Taco del Diablo,Restaurant,33000,"87, rue Lagrange (cantine)",44.8524653,-0.5810934999999517,+33 6 07 15 04 08 (food truck),Moins de 15 €,Mexicain,Lèche-doigts,
Place Mage,Restaurant,31000,"2, rue Tolosane",43.5984902,1.4471654000000171,+33 5 62 26 39 64 ,De 16 à 35 €,Cuisine du marché,Néobistrot,
La Petite Ménagerie,Restaurant,,"1 bis, rue du Pont-Saint-Pierre",43.6010229,1.4339598999999907,+33 9 73 21 92 33,Moins de 15 €,Asiatique,Biocool,Vietnamien
Ferme-Auberge du Huss,Restaurant,,Route des crêtes ,47.979273,6.982071700000006,+33 3 89 82 27 20,De 16 à 35 €,Alsacien,Terroir,
La Cabane d'Hortense,Restaurant,33970,Rue des Tamaris,44.6422489,-1.2462547999999742,+33 5 56 03 26 74,De 16 à 35 €,Poissons et fruits de mer,,
Otonali,Restaurant,35400,"6, rue de l'Orme",48.6480979,-2.025156000000038,+ 33 2 23 18 76 81,De 16 à 35 €,Japonais,Bar à vins / Cave à manger,Table d'hôte
Flocons de Sel,Restaurant,74120,"1775, route du Leutaz",45.8302062,6.596874500000013,+33 4 50 21 49 99,Plus de 51 €,Cuisine d'auteur,,
Ima,Restaurant,35000,"20, bd de la Tour d’Auvergne",48.1068024,-1.68468299999995,+33 2 23 47 82 74,Plus de 51 €,Cuisine d'auteur,Néobistrot,
Bàcaro,Restaurant,31500,"20, rue du Pont-Guilhemery",43.6011433,1.4573841999999786,,De 16 à 35 €,Cuisine d'auteur,Cuisine du marché,Néobistrot
Court la Vigne,Restaurant,43100,Le Bourg,45.262086,3.453980999999999,,De 16 à 35 €,Biocool,Bistrot,
Pimpon,Restaurant,34000,"4, pl. des Beaux-Arts",43.6156452,3.8813404999999648,+33 4 34 00 66 02,De 16 à 35 €,Cuisine du marché,,
Bo Bun,Restaurant,36000,"56, rue Ledru-Rollin",46.8106448,1.6949202000000696,,Moins de 15 €,Asiatique,Vietnamien,
En Pleine Nature,Restaurant,31130,"6, pl. de la Mairie",43.5852405,1.529165599999942,+33 5 61 45 42 12,De 36 à 50 €,Cuisine d'auteur,Cuisine du marché,
Le Café Contemporain ,Restaurant,37000,Jardin François Ier,47.39571,0.6854200000000219,+33 2 47 66 50 00 ,De 16 à 35 €,Casse-croûte,Café / Coffee Shop,Cuisine du marché
La Baratte,Restaurant,38000,"6, pl. Championnet",45.18563710000001,5.722307499999943,+33 4 76 43 86 48 ,De 16 à 35 €,Bistrot,Cuisine du marché,Bar à vins / Cave à manger
Pertica,Restaurant,41100,"15, place de la République",47.7910631,1.0677177000000029,+33 2 54 23 72 02,De 36 à 50 €,Cuisine d'auteur,Néobistrot,
Le Petit Moulin,Restaurant,46600,Rue Droite,44.936373,1.6087350000000242,,De 16 à 35 €,Bistrot,Terroir,Bar à vins / Cave à manger
Le Bistrot des Claquets,Restaurant,39600,"33, rue de Faramand",46.9009791,5.772421399999985,+33 3 84 66 04 19,Moins de 15 €,Cuisine du marché,Bar à vins / Cave à manger,
La Petite Cuisine,Restaurant,37000,"45, rue Voltaire",47.3951777,0.6890776999999844,+33 2 47 61 30 92,De 16 à 35 €,Cuisine du marché,Néobistrot,
QG,Restaurant,37000,"19, pl. du Grand-Marché",47.3937187,0.680371599999944,+33 2 47 61 49 29,De 16 à 35 €,Bistrot,Cuisine du marché,
L'Amateur de Thés,Restaurant,64000,"1, rue de la République",43.2991024,-0.36848350000002483,+ 33 5 59 32 81 06,De 36 à 50 €,Japonais,Néobistrot,Salon de thé / Pâtisserie
Sébastopol,Restaurant,59000,"1, place Sébastopol",50.628867,3.059011000000055,+33 3 20 13 13 38,De 36 à 50 €,Cuisine d'auteur,Néobistrot,Terroir
Un Brin Folk,Restaurant,49100,"26, rue du Mail",47.4742445,-0.5523872999999639,+33 2 44 85 58 04,Moins de 15 €,Pizzas,,
Dano,Restaurant,64200,"22, rue Harispe",43.4736522,-1.5657784999999649,+33 5 59 43 82 27,Moins de 15 €,Salon de thé / Pâtisserie,Terroir,Sandwichs / Bagels
Saline Ceviche Bar,Restaurant,64200,"62, rue Gambetta",43.4794962,-1.5642159999999876,+33 5 59 43 65 98 ,De 16 à 35 €,Poissons et fruits de mer,,
Les Papilles Insolites,Restaurant,64000,"5, rue Alexander-Taylor",43.2976691,-0.36825199999998404,+33 5 59 71 43 79,Moins de 15 €,Tapas,Lèche-doigts,
